Timestamp for sample frequency every 15 min,Temperature_Celsius,Relative_Humidity(%),unambiguous_time
26/11/2024 12:45,11.6,56,26/11/2024 00:45
26/11/2024 01:00,11.5,56,26/11/2024 01:00
26/11/2024 01:15,11.5,56,26/11/2024 01:15
26/11/2024 01:30,11.4,56,26/11/2024 01:30
26/11/2024 01:45,11.3,56,26/11/2024 01:45
26/11/2024 02:00,11.3,56,26/11/2024 02:00
26/11/2024 02:15,11.3,56,26/11/2024 02:15
26/11/2024 02:30,11.2,56,26/11/2024 02:30
26/11/2024 02:45,11.2,56,26/11/2024 02:45
26/11/2024 03:00,11.2,56,26/11/2024 03:00
26/11/2024 03:15,11.1,56,26/11/2024 03:15
26/11/2024 03:30,11.1,56,26/11/2024 03:30
26/11/2024 03:45,11.1,56,26/11/2024 03:45
26/11/2024 04:00,11.1,56,26/11/2024 04:00
26/11/2024 04:15,11,56,26/11/2024 04:15
26/11/2024 04:30,10.9,56,26/11/2024 04:30
26/11/2024 04:45,10.9,56,26/11/2024 04:45
26/11/2024 05:00,10.9,56,26/11/2024 05:00
26/11/2024 05:15,10.8,56,26/11/2024 05:15
26/11/2024 05:30,10.8,56,26/11/2024 05:30
26/11/2024 05:45,10.8,56,26/11/2024 05:45
26/11/2024 06:00,10.8,56,26/11/2024 06:00
26/11/2024 06:15,10.8,56,26/11/2024 06:15
26/11/2024 06:30,10.7,56,26/11/2024 06:30
26/11/2024 06:45,11,57,26/11/2024 06:45
26/11/2024 07:00,12.6,55,26/11/2024 07:00
26/11/2024 07:15,14.2,53,26/11/2024 07:15
26/11/2024 07:30,15.2,51,26/11/2024 07:30
26/11/2024 07:45,16.2,50,26/11/2024 07:45
26/11/2024 08:00,16.9,49,26/11/2024 08:00
26/11/2024 08:15,17.3,49,26/11/2024 08:15
26/11/2024 08:30,17.6,46,26/11/2024 08:30
26/11/2024 08:45,17.8,46,26/11/2024 08:45
26/11/2024 09:00,17.8,46,26/11/2024 09:00
26/11/2024 09:15,17.8,46,26/11/2024 09:15
26/11/2024 09:30,17.8,47,26/11/2024 09:30
26/11/2024 09:45,17.8,46,26/11/2024 09:45
26/11/2024 10:00,17.6,46,26/11/2024 10:00
26/11/2024 10:15,17.6,46,26/11/2024 10:15
26/11/2024 10:30,17.8,46,26/11/2024 10:30
26/11/2024 10:45,17.8,46,26/11/2024 10:45
26/11/2024 11:00,17.8,46,26/11/2024 11:00
26/11/2024 11:15,17.8,47,26/11/2024 11:15
26/11/2024 11:30,17.7,47,26/11/2024 11:30
26/11/2024 11:45,17.8,47,26/11/2024 11:45
26/11/2024 12:00,17.8,48,26/11/2024 12:00
26/11/2024 12:15,17.8,49,26/11/2024 12:15
26/11/2024 12:30,17.5,51,26/11/2024 12:30
26/11/2024 12:45,17.2,51,26/11/2024 12:45
26/11/2024 01:00,17.1,51,26/11/2024 13:00
26/11/2024 01:15,17.2,51,26/11/2024 13:15
26/11/2024 01:30,20.2,47,26/11/2024 13:30
26/11/2024 01:45,19.6,46,26/11/2024 13:45
26/11/2024 02:00,19.4,47,26/11/2024 14:00
26/11/2024 02:15,19.8,46,26/11/2024 14:15
26/11/2024 02:30,19.4,46,26/11/2024 14:30
26/11/2024 02:45,18.1,48,26/11/2024 14:45
26/11/2024 03:00,17.3,51,26/11/2024 15:00
26/11/2024 03:15,17.2,51,26/11/2024 15:15
26/11/2024 03:30,18.7,48,26/11/2024 15:30
26/11/2024 03:45,19.3,47,26/11/2024 15:45
26/11/2024 04:00,19.6,47,26/11/2024 16:00
26/11/2024 04:15,18.3,47,26/11/2024 16:15
26/11/2024 04:30,17.3,50,26/11/2024 16:30
26/11/2024 04:45,16.6,50,26/11/2024 16:45
26/11/2024 05:00,16.1,50,26/11/2024 17:00
26/11/2024 05:15,15.7,51,26/11/2024 17:15
26/11/2024 05:30,15.3,51,26/11/2024 17:30
26/11/2024 05:45,15.1,51,26/11/2024 17:45
26/11/2024 06:00,14.8,51,26/11/2024 18:00
26/11/2024 06:15,14.5,51,26/11/2024 18:15
26/11/2024 06:30,14.3,51,26/11/2024 18:30
26/11/2024 06:45,14.1,51,26/11/2024 18:45
26/11/2024 07:00,13.9,51,26/11/2024 19:00
26/11/2024 07:15,13.8,51,26/11/2024 19:15
26/11/2024 07:30,13.6,51,26/11/2024 19:30
26/11/2024 07:45,13.5,51,26/11/2024 19:45
26/11/2024 08:00,13.3,51,26/11/2024 20:00
26/11/2024 08:15,13.2,51,26/11/2024 20:15
26/11/2024 08:30,13.1,51,26/11/2024 20:30
26/11/2024 08:45,12.9,51,26/11/2024 20:45
26/11/2024 09:00,12.8,51,26/11/2024 21:00
26/11/2024 09:15,12.7,51,26/11/2024 21:15
26/11/2024 09:30,12.5,54,26/11/2024 21:30
26/11/2024 09:45,12.4,54,26/11/2024 21:45
26/11/2024 10:00,12.3,54,26/11/2024 22:00
26/11/2024 10:15,12.2,54,26/11/2024 22:15
26/11/2024 10:30,12.1,54,26/11/2024 22:30
26/11/2024 10:45,12.1,54,26/11/2024 22:45
26/11/2024 11:00,11.9,54,26/11/2024 23:00
26/11/2024 11:15,11.8,54,26/11/2024 23:15
26/11/2024 11:30,11.8,54,26/11/2024 23:30
26/11/2024 11:45,11.6,54,26/11/2024 23:45
27/11/2024 12:00,11.5,54,27/11/2024 00:00
27/11/2024 12:15,11.5,54,27/11/2024 00:15
27/11/2024 12:30,11.3,54,27/11/2024 00:30
27/11/2024 12:45,11.3,54,27/11/2024 00:45
27/11/2024 01:00,11.2,54,27/11/2024 01:00
27/11/2024 01:15,11.2,54,27/11/2024 01:15
27/11/2024 01:30,11.1,54,27/11/2024 01:30
27/11/2024 01:45,11,54,27/11/2024 01:45
27/11/2024 02:00,11,54,27/11/2024 02:00
27/11/2024 02:15,10.9,54,27/11/2024 02:15
27/11/2024 02:30,10.8,54,27/11/2024 02:30
27/11/2024 02:45,10.8,54,27/11/2024 02:45
27/11/2024 03:00,10.8,54,27/11/2024 03:00
27/11/2024 03:15,10.6,54,27/11/2024 03:15
27/11/2024 03:30,10.6,54,27/11/2024 03:30
27/11/2024 03:45,10.5,54,27/11/2024 03:45
27/11/2024 04:00,10.5,54,27/11/2024 04:00
27/11/2024 04:15,10.4,54,27/11/2024 04:15
27/11/2024 04:30,10.4,54,27/11/2024 04:30
27/11/2024 04:45,10.3,54,27/11/2024 04:45
27/11/2024 05:00,10.3,54,27/11/2024 05:00
27/11/2024 05:15,10.3,54,27/11/2024 05:15
27/11/2024 05:30,10.2,54,27/11/2024 05:30
27/11/2024 05:45,10.2,54,27/11/2024 05:45
27/11/2024 06:00,10.2,55,27/11/2024 06:00
27/11/2024 06:15,10.1,55,27/11/2024 06:15
27/11/2024 06:30,10.1,55,27/11/2024 06:30
27/11/2024 06:45,10.4,55,27/11/2024 06:45
27/11/2024 07:00,12.1,54,27/11/2024 07:00
27/11/2024 07:15,13.8,50,27/11/2024 07:15
27/11/2024 07:30,14.8,49,27/11/2024 07:30
27/11/2024 07:45,15.9,48,27/11/2024 07:45
27/11/2024 08:00,16.5,47,27/11/2024 08:00
27/11/2024 08:15,17.1,47,27/11/2024 08:15
27/11/2024 08:30,17.4,47,27/11/2024 08:30
27/11/2024 08:45,17.9,45,27/11/2024 08:45
27/11/2024 09:00,18.1,45,27/11/2024 09:00
27/11/2024 09:15,18.1,45,27/11/2024 09:15
27/11/2024 09:30,18.1,45,27/11/2024 09:30
27/11/2024 09:45,18.1,45,27/11/2024 09:45
27/11/2024 10:00,17.9,45,27/11/2024 10:00
27/11/2024 10:15,17.8,46,27/11/2024 10:15
27/11/2024 10:30,17.9,47,27/11/2024 10:30
27/11/2024 10:45,17.8,47,27/11/2024 10:45
27/11/2024 11:00,17.7,46,27/11/2024 11:00
27/11/2024 11:15,17.7,46,27/11/2024 11:15
27/11/2024 11:30,17.7,46,27/11/2024 11:30
27/11/2024 11:45,17.8,46,27/11/2024 11:45
27/11/2024 12:00,17.8,46,27/11/2024 12:00
27/11/2024 12:15,17.8,46,27/11/2024 12:15
27/11/2024 12:30,20.5,45,27/11/2024 12:30
27/11/2024 12:45,19.8,45,27/11/2024 12:45
27/11/2024 01:00,18.3,46,27/11/2024 13:00
27/11/2024 01:15,17.4,48,27/11/2024 13:15
27/11/2024 01:30,18.4,46,27/11/2024 13:30
27/11/2024 01:45,19.5,46,27/11/2024 13:45
27/11/2024 02:00,19.9,45,27/11/2024 14:00
27/11/2024 02:15,20.2,45,27/11/2024 14:15
27/11/2024 02:30,20.6,45,27/11/2024 14:30
27/11/2024 02:45,20.9,45,27/11/2024 14:45
27/11/2024 03:00,21.1,44,27/11/2024 15:00
27/11/2024 03:15,21.2,44,27/11/2024 15:15
27/11/2024 03:30,21.3,44,27/11/2024 15:30
27/11/2024 03:45,21.5,43,27/11/2024 15:45
27/11/2024 04:00,21.6,43,27/11/2024 16:00
27/11/2024 04:15,21.8,42,27/11/2024 16:15
27/11/2024 04:30,21.9,42,27/11/2024 16:30
27/11/2024 04:45,21.8,44,27/11/2024 16:45
27/11/2024 05:00,20.5,44,27/11/2024 17:00
27/11/2024 05:15,19.5,44,27/11/2024 17:15
27/11/2024 05:30,18.8,44,27/11/2024 17:30
27/11/2024 05:45,18.1,44,27/11/2024 17:45
27/11/2024 06:00,17.5,46,27/11/2024 18:00
27/11/2024 06:15,16.9,46,27/11/2024 18:15
27/11/2024 06:30,16.4,46,27/11/2024 18:30
27/11/2024 06:45,16.2,46,27/11/2024 18:45
27/11/2024 07:00,16.5,47,27/11/2024 19:00
27/11/2024 07:15,16.5,47,27/11/2024 19:15
27/11/2024 07:30,16.3,47,27/11/2024 19:30
27/11/2024 07:45,16,46,27/11/2024 19:45
27/11/2024 08:00,15.8,46,27/11/2024 20:00
27/11/2024 08:15,15.9,46,27/11/2024 20:15
27/11/2024 08:30,16.2,47,27/11/2024 20:30
27/11/2024 08:45,16.2,46,27/11/2024 20:45
27/11/2024 09:00,15.9,46,27/11/2024 21:00
27/11/2024 09:15,15.6,46,27/11/2024 21:15
27/11/2024 09:30,15.5,46,27/11/2024 21:30
27/11/2024 09:45,15.8,46,27/11/2024 21:45
27/11/2024 10:00,16,46,27/11/2024 22:00
27/11/2024 10:15,15.9,46,27/11/2024 22:15
27/11/2024 10:30,15.8,46,27/11/2024 22:30
27/11/2024 10:45,15.5,46,27/11/2024 22:45
27/11/2024 11:00,15.6,46,27/11/2024 23:00
27/11/2024 11:15,15.9,46,27/11/2024 23:15
27/11/2024 11:30,15.9,46,27/11/2024 23:30
27/11/2024 11:45,15.9,46,27/11/2024 23:45
28/11/2024 12:00,15.7,45,28/11/2024 00:00
28/11/2024 12:15,15.6,45,28/11/2024 00:15
28/11/2024 12:30,15.8,45,28/11/2024 00:30
28/11/2024 12:45,15.9,45,28/11/2024 00:45
28/11/2024 01:00,15.9,45,28/11/2024 01:00
28/11/2024 01:15,15.8,45,28/11/2024 01:15
28/11/2024 01:30,15.6,45,28/11/2024 01:30
28/11/2024 01:45,15.7,45,28/11/2024 01:45
28/11/2024 02:00,15.8,45,28/11/2024 02:00
28/11/2024 02:15,15.9,45,28/11/2024 02:15
28/11/2024 02:30,15.9,45,28/11/2024 02:30
28/11/2024 02:45,15.8,45,28/11/2024 02:45
28/11/2024 03:00,15.7,45,28/11/2024 03:00
28/11/2024 03:15,15.8,45,28/11/2024 03:15
28/11/2024 03:30,15.8,45,28/11/2024 03:30
28/11/2024 03:45,15.9,45,28/11/2024 03:45
28/11/2024 04:00,15.9,44,28/11/2024 04:00
28/11/2024 04:15,15.8,44,28/11/2024 04:15
28/11/2024 04:30,15.8,44,28/11/2024 04:30
28/11/2024 04:45,15.8,44,28/11/2024 04:45
28/11/2024 05:00,15.9,44,28/11/2024 05:00
28/11/2024 05:15,15.9,44,28/11/2024 05:15
28/11/2024 05:30,15.9,44,28/11/2024 05:30
28/11/2024 05:45,15.9,44,28/11/2024 05:45
28/11/2024 06:00,15.9,44,28/11/2024 06:00
28/11/2024 06:15,15.9,43,28/11/2024 06:15
28/11/2024 06:30,15.9,43,28/11/2024 06:30
28/11/2024 06:45,15.9,43,28/11/2024 06:45
28/11/2024 07:00,15.9,43,28/11/2024 07:00
28/11/2024 07:15,15.9,43,28/11/2024 07:15
28/11/2024 07:30,15.9,43,28/11/2024 07:30
28/11/2024 07:45,15.9,43,28/11/2024 07:45
28/11/2024 08:00,15.9,42,28/11/2024 08:00
28/11/2024 08:15,16,42,28/11/2024 08:15
28/11/2024 08:30,16,42,28/11/2024 08:30
28/11/2024 08:45,15.9,42,28/11/2024 08:45
28/11/2024 09:00,15.9,42,28/11/2024 09:00
28/11/2024 09:15,15.9,42,28/11/2024 09:15
28/11/2024 09:30,16,42,28/11/2024 09:30
28/11/2024 09:45,16,41,28/11/2024 09:45
28/11/2024 10:00,16.3,41,28/11/2024 10:00
28/11/2024 10:15,16.5,42,28/11/2024 10:15
28/11/2024 10:30,16.6,42,28/11/2024 10:30
28/11/2024 10:45,16.3,43,28/11/2024 10:45
28/11/2024 11:00,15.9,43,28/11/2024 11:00
28/11/2024 11:15,15.9,43,28/11/2024 11:15
28/11/2024 11:30,17.1,43,28/11/2024 11:30
28/11/2024 11:45,17.8,41,28/11/2024 11:45
28/11/2024 12:00,18.3,40,28/11/2024 12:00
28/11/2024 12:15,18.5,40,28/11/2024 12:15
28/11/2024 12:30,18.8,40,28/11/2024 12:30
28/11/2024 12:45,18.9,40,28/11/2024 12:45
28/11/2024 01:00,19.1,40,28/11/2024 13:00
28/11/2024 01:15,19.2,40,28/11/2024 13:15
28/11/2024 01:30,19.2,40,28/11/2024 13:30
28/11/2024 01:45,19.2,40,28/11/2024 13:45
28/11/2024 02:00,19.3,40,28/11/2024 14:00
28/11/2024 02:15,19.3,40,28/11/2024 14:15
28/11/2024 02:30,19.3,39,28/11/2024 14:30
28/11/2024 02:45,19.4,39,28/11/2024 14:45
28/11/2024 03:00,19.5,39,28/11/2024 15:00
28/11/2024 03:15,19.5,39,28/11/2024 15:15
28/11/2024 03:30,19.2,39,28/11/2024 15:30
28/11/2024 03:45,18.3,39,28/11/2024 15:45
28/11/2024 04:00,17.6,39,28/11/2024 16:00
28/11/2024 04:15,17,41,28/11/2024 16:15
28/11/2024 04:30,16.4,41,28/11/2024 16:30
28/11/2024 04:45,15.9,41,28/11/2024 16:45
28/11/2024 05:00,15.9,41,28/11/2024 17:00
28/11/2024 05:15,16.4,41,28/11/2024 17:15
28/11/2024 05:30,16.5,41,28/11/2024 17:30
28/11/2024 05:45,16.2,41,28/11/2024 17:45
28/11/2024 06:00,15.9,41,28/11/2024 18:00
28/11/2024 06:15,15.5,42,28/11/2024 18:15
28/11/2024 06:30,15.7,42,28/11/2024 18:30
28/11/2024 06:45,16.1,42,28/11/2024 18:45
28/11/2024 07:00,16.1,42,28/11/2024 19:00
28/11/2024 07:15,15.8,42,28/11/2024 19:15
28/11/2024 07:30,15.4,42,28/11/2024 19:30
28/11/2024 07:45,15.2,42,28/11/2024 19:45
28/11/2024 08:00,15.5,42,28/11/2024 20:00
28/11/2024 08:15,15.8,42,28/11/2024 20:15
28/11/2024 08:30,15.8,42,28/11/2024 20:30
28/11/2024 08:45,15.5,42,28/11/2024 20:45
28/11/2024 09:00,15.2,42,28/11/2024 21:00
28/11/2024 09:15,15.2,42,28/11/2024 21:15
28/11/2024 09:30,15.3,43,28/11/2024 21:30
28/11/2024 09:45,15.5,43,28/11/2024 21:45
28/11/2024 10:00,15.5,43,28/11/2024 22:00
28/11/2024 10:15,15.3,43,28/11/2024 22:15
28/11/2024 10:30,15.2,43,28/11/2024 22:30
28/11/2024 10:45,15.2,43,28/11/2024 22:45
28/11/2024 11:00,15.3,43,28/11/2024 23:00
28/11/2024 11:15,15.5,43,28/11/2024 23:15
28/11/2024 11:30,15.4,43,28/11/2024 23:30
28/11/2024 11:45,15.3,43,28/11/2024 23:45
29/11/2024 12:00,15.2,43,29/11/2024 00:00
29/11/2024 12:15,15.2,43,29/11/2024 00:15
29/11/2024 12:30,15.3,44,29/11/2024 00:30
29/11/2024 12:45,15.3,44,29/11/2024 00:45
29/11/2024 01:00,15.3,44,29/11/2024 01:00
29/11/2024 01:15,15.2,44,29/11/2024 01:15
29/11/2024 01:30,15.2,44,29/11/2024 01:30
29/11/2024 01:45,15.2,44,29/11/2024 01:45
29/11/2024 02:00,15.2,44,29/11/2024 02:00
29/11/2024 02:15,15.2,44,29/11/2024 02:15
29/11/2024 02:30,15.2,44,29/11/2024 02:30
29/11/2024 02:45,15.3,44,29/11/2024 02:45
29/11/2024 03:00,15.3,44,29/11/2024 03:00
29/11/2024 03:15,15.3,44,29/11/2024 03:15
29/11/2024 03:30,15.2,44,29/11/2024 03:30
29/11/2024 03:45,15.1,44,29/11/2024 03:45
29/11/2024 04:00,15.1,44,29/11/2024 04:00
29/11/2024 04:15,15.1,44,29/11/2024 04:15
29/11/2024 04:30,15.2,44,29/11/2024 04:30
29/11/2024 04:45,15.2,44,29/11/2024 04:45
29/11/2024 05:00,15.2,44,29/11/2024 05:00
29/11/2024 05:15,15.1,44,29/11/2024 05:15
29/11/2024 05:30,15.1,44,29/11/2024 05:30
29/11/2024 05:45,15.2,45,29/11/2024 05:45
29/11/2024 06:00,15.3,45,29/11/2024 06:00
29/11/2024 06:15,15.3,45,29/11/2024 06:15
29/11/2024 06:30,15.2,45,29/11/2024 06:30
29/11/2024 06:45,15.2,45,29/11/2024 06:45
29/11/2024 07:00,15.2,45,29/11/2024 07:00
29/11/2024 07:15,15.2,45,29/11/2024 07:15
29/11/2024 07:30,15.3,45,29/11/2024 07:30
29/11/2024 07:45,15.2,45,29/11/2024 07:45
29/11/2024 08:00,15.1,45,29/11/2024 08:00
29/11/2024 08:15,14.9,45,29/11/2024 08:15
29/11/2024 08:30,14.7,45,29/11/2024 08:30
29/11/2024 08:45,14.4,45,29/11/2024 08:45
29/11/2024 09:00,14.3,45,29/11/2024 09:00
29/11/2024 09:15,14.2,45,29/11/2024 09:15
29/11/2024 09:30,14.1,45,29/11/2024 09:30
29/11/2024 09:45,14.1,45,29/11/2024 09:45
29/11/2024 10:00,14.1,46,29/11/2024 10:00
29/11/2024 10:15,14.5,47,29/11/2024 10:15
29/11/2024 10:30,15.2,47,29/11/2024 10:30
29/11/2024 10:45,15.8,48,29/11/2024 10:45
29/11/2024 11:00,16,49,29/11/2024 11:00
29/11/2024 11:15,15.9,49,29/11/2024 11:15
29/11/2024 11:30,16.2,49,29/11/2024 11:30
29/11/2024 11:45,17.6,47,29/11/2024 11:45
29/11/2024 12:00,18.3,46,29/11/2024 12:00
29/11/2024 12:15,18.9,46,29/11/2024 12:15
29/11/2024 12:30,19.3,46,29/11/2024 12:30
29/11/2024 12:45,19.8,46,29/11/2024 12:45
29/11/2024 01:00,20.1,46,29/11/2024 13:00
29/11/2024 01:15,20.4,46,29/11/2024 13:15
29/11/2024 01:30,20.7,45,29/11/2024 13:30
29/11/2024 01:45,20.7,45,29/11/2024 13:45
29/11/2024 02:00,20.7,45,29/11/2024 14:00
29/11/2024 02:15,20.7,45,29/11/2024 14:15
29/11/2024 02:30,20.7,44,29/11/2024 14:30
29/11/2024 02:45,20.6,44,29/11/2024 14:45
29/11/2024 03:00,20.8,44,29/11/2024 15:00
29/11/2024 03:15,20.9,44,29/11/2024 15:15
29/11/2024 03:30,21.1,43,29/11/2024 15:30
29/11/2024 03:45,21.1,43,29/11/2024 15:45
29/11/2024 04:00,21.1,43,29/11/2024 16:00
29/11/2024 04:15,21,43,29/11/2024 16:15
29/11/2024 04:30,21,43,29/11/2024 16:30
29/11/2024 04:45,21.1,43,29/11/2024 16:45
29/11/2024 05:00,21.2,42,29/11/2024 17:00
29/11/2024 05:15,21.2,42,29/11/2024 17:15
29/11/2024 05:30,21.3,42,29/11/2024 17:30
29/11/2024 05:45,21.3,42,29/11/2024 17:45
29/11/2024 06:00,21.3,41,29/11/2024 18:00
29/11/2024 06:15,21.2,41,29/11/2024 18:15
29/11/2024 06:30,21.3,41,29/11/2024 18:30
29/11/2024 06:45,21.2,41,29/11/2024 18:45
29/11/2024 07:00,21.2,41,29/11/2024 19:00
29/11/2024 07:15,21.3,41,29/11/2024 19:15
29/11/2024 07:30,21.3,41,29/11/2024 19:30
29/11/2024 07:45,21.2,41,29/11/2024 19:45
29/11/2024 08:00,21.1,42,29/11/2024 20:00
29/11/2024 08:15,21.1,42,29/11/2024 20:15
29/11/2024 08:30,21.2,42,29/11/2024 20:30
29/11/2024 08:45,21.3,42,29/11/2024 20:45
29/11/2024 09:00,21.5,41,29/11/2024 21:00
29/11/2024 09:15,21.6,41,29/11/2024 21:15
29/11/2024 09:30,21.5,41,29/11/2024 21:30
29/11/2024 09:45,21.3,41,29/11/2024 21:45
29/11/2024 10:00,21.2,41,29/11/2024 22:00
29/11/2024 10:15,21.2,42,29/11/2024 22:15
29/11/2024 10:30,21.1,42,29/11/2024 22:30
29/11/2024 10:45,21.1,42,29/11/2024 22:45
29/11/2024 11:00,21.1,42,29/11/2024 23:00
29/11/2024 11:15,21.2,42,29/11/2024 23:15
29/11/2024 11:30,21.2,42,29/11/2024 23:30
29/11/2024 11:45,21.2,42,29/11/2024 23:45
30/11/2024 12:00,21.2,42,30/11/2024 00:00
30/11/2024 12:15,21.2,42,30/11/2024 00:15
30/11/2024 12:30,21.3,42,30/11/2024 00:30
30/11/2024 12:45,21.3,42,30/11/2024 00:45
30/11/2024 01:00,21.5,42,30/11/2024 01:00
30/11/2024 01:15,21.5,42,30/11/2024 01:15
30/11/2024 01:30,21.3,42,30/11/2024 01:30
30/11/2024 01:45,21.2,42,30/11/2024 01:45
30/11/2024 02:00,21.2,43,30/11/2024 02:00
30/11/2024 02:15,21.1,43,30/11/2024 02:15
30/11/2024 02:30,21.1,43,30/11/2024 02:30
30/11/2024 02:45,21.1,44,30/11/2024 02:45
30/11/2024 03:00,21.1,44,30/11/2024 03:00
30/11/2024 03:15,21.1,44,30/11/2024 03:15
30/11/2024 03:30,21,44,30/11/2024 03:30
30/11/2024 03:45,21,44,30/11/2024 03:45
30/11/2024 04:00,21,44,30/11/2024 04:00
30/11/2024 04:15,21,44,30/11/2024 04:15
30/11/2024 04:30,21,44,30/11/2024 04:30
30/11/2024 04:45,21,44,30/11/2024 04:45
30/11/2024 05:00,21,44,30/11/2024 05:00
30/11/2024 05:15,21,44,30/11/2024 05:15
30/11/2024 05:30,20.9,44,30/11/2024 05:30
30/11/2024 05:45,20.9,45,30/11/2024 05:45
30/11/2024 06:00,20.9,45,30/11/2024 06:00
30/11/2024 06:15,20.9,45,30/11/2024 06:15
30/11/2024 06:30,20.9,45,30/11/2024 06:30
30/11/2024 06:45,20.9,45,30/11/2024 06:45
30/11/2024 07:00,20.9,45,30/11/2024 07:00
30/11/2024 07:15,20.9,45,30/11/2024 07:15
30/11/2024 07:30,20.9,45,30/11/2024 07:30
30/11/2024 07:45,20.9,45,30/11/2024 07:45
30/11/2024 08:00,20.9,45,30/11/2024 08:00
30/11/2024 08:15,20.9,45,30/11/2024 08:15
30/11/2024 08:30,20.9,45,30/11/2024 08:30
30/11/2024 08:45,20.9,45,30/11/2024 08:45
30/11/2024 09:00,20.9,45,30/11/2024 09:00
30/11/2024 09:15,20.9,45,30/11/2024 09:15
30/11/2024 09:30,20.9,45,30/11/2024 09:30
30/11/2024 09:45,20.9,45,30/11/2024 09:45
30/11/2024 10:00,20.9,45,30/11/2024 10:00
30/11/2024 10:15,20.9,45,30/11/2024 10:15
30/11/2024 10:30,20.9,45,30/11/2024 10:30
30/11/2024 10:45,20.9,45,30/11/2024 10:45
30/11/2024 11:00,20.9,45,30/11/2024 11:00
30/11/2024 11:15,20.9,45,30/11/2024 11:15
30/11/2024 11:30,20.9,45,30/11/2024 11:30
30/11/2024 11:45,20.9,45,30/11/2024 11:45
30/11/2024 12:00,20.9,45,30/11/2024 12:00
30/11/2024 12:15,20.9,45,30/11/2024 12:15
30/11/2024 12:30,20.9,46,30/11/2024 12:30
30/11/2024 12:45,20.9,46,30/11/2024 12:45
30/11/2024 01:00,20.9,46,30/11/2024 13:00
30/11/2024 01:15,20.9,46,30/11/2024 13:15
30/11/2024 01:30,20.9,46,30/11/2024 13:30
30/11/2024 01:45,20.9,46,30/11/2024 13:45
30/11/2024 02:00,20.9,46,30/11/2024 14:00
30/11/2024 02:15,20.8,46,30/11/2024 14:15
30/11/2024 02:30,20.8,46,30/11/2024 14:30
30/11/2024 02:45,20.7,46,30/11/2024 14:45
30/11/2024 03:00,20.8,46,30/11/2024 15:00
30/11/2024 03:15,20.8,46,30/11/2024 15:15
30/11/2024 03:30,20.7,47,30/11/2024 15:30
30/11/2024 03:45,20.8,47,30/11/2024 15:45
30/11/2024 04:00,20.8,47,30/11/2024 16:00
